p_comments_count,p_caption,p_ig_id,p_is_comment_enabled,p_like_count,p_media_type,p_owner,p_shortcode,p_timestamp,p_username,p_views_count,p_location,p_location_id,c_username,c_timestamp,c_text,c_like_count,c_id,c_parent_id
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,autsticandy,2020-06-20 10:22:32,only 3 days? ight,3.0,17877120868698743,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,milad_heidaryan,2020-06-20 11:20:38,👌,2.0,17877299512708967,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,mormonscanskatetoo,2020-06-20 01:32:21,"Go back to Twitter, Twitter",28.0,17850820628103662,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,andrew.bercik,2020-06-20 01:33:14,"Don't care, didn't ask, plus you're white",62.0,18068232007214643,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,spaz6269,2020-06-20 12:03:07,@andrew.bercik black lives matter is a Democratic fund raising scandal,12.0,18104990125178159,1.8068232007214644e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,andrew.bercik,2020-06-20 14:12:25,"@spaz6269 yes, full of griftors like that clown Shaun King",11.0,17955835816327219,1.8068232007214644e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,deadpilled,2020-06-20 16:32:40,"@andrew.bercik Tim Wise, and Shaun King were chosen for that very reason. They can talk white people out of alot of money.",2.0,17879397256665506,1.8068232007214644e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,sam_bond1456,2020-06-21 12:54:47,@andrew.bercik WAIT HES IN IT?,,17887649005583606,1.8068232007214644e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,andrew.bercik,2020-06-21 12:55:34,@sam_bond1456 ?,,17865904939889548,1.8068232007214644e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,hi.tranggg,2020-06-20 01:33:16,love,3.0,17848973909127887,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,itsrandev,2020-06-20 01:48:05,"what a surprise, people are telling ___ to go back to where they came from",3.0,17873948269738738,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,slaughterh0use,2020-06-20 01:53:50,Thanks Twitter 😂😂,2.0,17870140828818525,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,jonjonzz1947,2020-06-20 01:55:37,"Get rid of Twitter. It’s biased, prejudiced and bans free speech. Try Parler. Better then Twitter!!!!!",98.0,17855887526053686,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,o_verrun,2020-06-20 03:16:06,@jonjonzz1947 the only speech it bans is hate speech,8.0,18109614031189217,1.7855887526053686e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,tom_evans913,2020-06-20 04:22:35,@o_verrun no it’s bans anything it’s leftists owners don’t agree with. Not just hate speech! It should be boycotted. Instagram too but they’re not as bad,25.0,18108674785093336,1.7855887526053686e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,patches53,2020-06-20 13:17:57,@jonjonzz1947 and don’t forget MeWe. Both don’t censor or track you.,1.0,17877844702720368,1.7855887526053686e+16
