p_comments_count,p_caption,p_ig_id,p_is_comment_enabled,p_like_count,p_media_type,p_owner,p_shortcode,p_timestamp,p_username,p_views_count,p_location,p_location_id,c_username,c_timestamp,c_text,c_like_count,c_id,c_parent_id
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,muallimu.alarabiyyah,2020-06-30 21:29:09,"بسم الله الرحمن الرحيم
أقوال السَّلف في أهميَّة النَّحو
* قول عمر بن الخطَّاب رضي الله عنه: ""تعلَّموا النَّحو كما تُعلِّمون السُّنن والفرائض"" (بهجة المجالس لابن عبد البر)
* وروي عنه رضي الله عنه أنَّه قال: ""رحم الله امرءا أصلح من لسانه"" (بهجة المجالس لابن عبد البر)
* قال أيُّوب -وهو ابن أبي تميمة- السِّختياني الإمام رحمه الله: ""تعلَّموا النَّحو فإنَّه جمالٌ للوضيع وتركه هُجنةٌ للشَّريف"".
* قال محمَّد بن سلام الإمام: ""ما أحدث النَّاس مروءةً أفضل من طلب النَّحو"" (بهجة المجالس لابن عبد البر)
* جاء عن الشعبي أنَّه قال: ""النَّحو في العلم كالملح في الطَّعام لا يُستغنى عنه"" (الجامع لأخلاق الرَّاوي برقم 1080)
* قال شُعبة: ""إذا كان المُحدِّث لا يعرف النَّحو فهو كالحمار يكون على رأسه مخلاة ليس فيها شعير"" (شعب الإيمان للبيهقي)
* في توضيح الأفكار للصَّنعاني رحمه الله ذكر هذا الأثر ثمَّ قال: ونظمه من قال:
مثَّلوا طالب الحديث ولا***يُحسن نحـوا ولا لـه آلات
كحمارٍ قد عُلِّقت ليس فيها***مـن شـعير برأسه مخــلاة
* قال الأصمعي عبدالملك بن قريب اللُّغوي السني رحمه الله كما في ترجمته في تهذيب الكمال وسير أعلام النُّبلاء: ""إن أخوف ما أخاف على طالب العلم إذا لم يعرف النَّحو أن يدخل في جملة قوله عليه الصَّلاة والسَّلام ((من كذب علي متعمِّدًا فليتبوَّأ مقعده من النَّار))""
* جاء عن عبدالملك بن مروان قال: ""اللَّحن في الرَّجل السَّوي كالجدري في الوجه"" (الجامع لأخلاق الرَّاوي والسّامع)
* قال عبدالله بن المبارك رحمه الله وهو الإمام التَّابعي الثِّقة: ""اللَّحن في الكلام أقبح من آثار الجدري في الوجه"" (بهجة المجالس لابن عبد البر)
* قال إسحاق بن خلف البهراني كما في زهر الآداب وثمر الألباب لأبي إسحاق القيرواني:
النَّحو يصلح من لسان الألكن***والمرء تُكرمه إذا لم يلحنِ
فإذا طلبت من العلوم أجلها***فأجلها منهـا مقيم الألسنِ
* وقال آخر:
لو تعلم الطَّير ما في النَّحو من شرفٍ***حنَّتْ وأَنَّتْ إليه بالمناقير
إنَّ الكلام بلا نحوٍ يُماثلهُ***نبحُ الكـلاب وأصواتُ السَّنانير",0,17906220118474927,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,originsofallsince1992,2020-06-30 21:32:43,Stop saying in your exploitation perspective just compensate me for 4 years of your hacking crimez,0,17867652223867524,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,originsofallsince1992,2020-06-30 21:34:49,You have been circulating my entire life by selling my entire life through hacking crimes circulations to irrelevant and unparticular people. Compensate me first I won't work for your company. Stop selling my entire life and make profits. 4 years of exploitations must be stopped,0,17872069498814965,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,mmcc0392,2020-06-30 21:40:59,@lmcc04 😱😱😱😱,0,17851600082130192,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,mrwakhas,2020-06-30 21:53:36,@sheissabz,1,17857483583038031,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,mary.cass88,2020-06-30 21:53:58,@ohandrez 🤪,0,18060968797234040,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,joaopedrobx,2020-06-30 22:01:15,O Acre está sendo homenageado parabéns 👏👏,0,17902542319491330,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,gilangjd,2020-06-30 22:10:07,"Love it, give us more animal 3D",0,18150017266011427,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,da_nielle1723,2020-06-30 22:33:03,I like the video,0,17877315709727730,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,pilbroendum,2020-06-30 22:36:04,@th00r_r :D,0,18000497053290779,
